"name","brand","price","mrp","imgLink","rating","totalRatings","totalReviews","web_url","resolution","display","speaker","operating_system","model_number","screen_size"
"Vu 108 cm (43 Inches) Android Smart 4K Ultra HD LED TV Premium 43PM (Black)","VU","₹28990.00","₹45000.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007013232_437Wx649H_202107292234111.jpeg",4.27,186,38,"https://www.tatacliq.com/vu-108-cm-43-inches-android-smart-4k-ultra-hd-led-tv-premium-43pm-black/p-mp000000007013232","Resolution: 3840 x 2160 pixels   Refresh Rate : 60 Hz","Display Feature : Dolby Vision   178 Degrees Viewing Angle   Digital Noise Filter   400 nits Brightness","Speaker Output: 24 W   Dolby Audio MS12   Surround Sound Audio with DTS Virtual X","Operating System: Android PIE 9.0   Built In Chromecast   Screen Mirroring   Smart Remote","43PM","Screen Size: 43 inch"
"Samsung 108 cm (43 Inches) Smart 4K Ultra HD LED TV Crystal UA43AUE60AKLXL (2021 Model, Black)","Samsung","₹37990.00","₹52900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000009501162_437Wx649H_202107292232131.jpeg",4.19,67,13,"https://www.tatacliq.com/samsung-108-cm-43-inches-smart-4k-ultra-hd-led-tv-crystal-ua43aue60aklxl-2021-model-black/p-mp000000009501162","Resolution : 3840 x 2160 pixels   Refresh Rate : 60 Hz","Display Feature: PurColor   Crystal Processor 4K   4K UHD Resolution   HDR   Motion Xcelerator   HDR 10+   HLG   One Billion Color","Speaker Output : 20W   Q-Symphony   Dolby Digital Plus   Sound Mirroring   Adaptive Sound","Operating System : Tizen   Google Assistant   SmartThings App Support   Screen Mirroring   PC Mode   Tap View   Samsung TV Plus","UA43AUE60AKLXL","Screen Size: 43 inch"
"Vu Cinema TV Action Series 139cm (55 Inches) 4K Ultra HD LED Android Smart TV 55LX with Sound by JBL","VU","₹46990.00","₹85000.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000008766256_437Wx649H_202107292234591.jpeg",4.24,21,4,"https://www.tatacliq.com/vu-cinema-tv-action-series-139cm-55-inches-4k-ultra-hd-led-android-smart-tv-55lx-with-sound-by-jbl/p-mp000000008766256","Resolution: 3840 x 2160 pixels | Refresh Rate: 60 Hz","Display Features : Pixelium Glass Technology | Enhanced 4K Visuals and Motion Smoothing | Dolby Vision | HDR10 | HLG | MEMC | Gamma Calibration","Speaker Output : Cinematic Soundbar | 100Watt Supersonic Sound | Cinema-Grade 6-JBL Speakers | DTS Virtual X Surround | Advanced Dolby Audio MS12","Operating System: Android Pie 9.0 | Chromecast Built In | Dual Band WiFi | Google Eco-System | Parental Control","55LX","Screen Size: 55 inch"
"Samsung 138 cm (55 Inches) Smart 4K Ultra HD LED TV Crystal UA55AUE60AKLXL (2021 Model, Black)","Samsung","₹53990.00","₹69990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000009501163_437Wx649H_202107292231071.jpeg",3.8,41,9,"https://www.tatacliq.com/samsung-138-cm-55-inches-smart-4k-ultra-hd-led-tv-crystal-ua55aue60aklxl-2021-model-black/p-mp000000009501163","Resolution : 3840 x 2160 pixels   Refresh Rate : 60 Hz","Display Feature: PurColor   Crystal Processor 4K   4K UHD Resolution   HDR   Motion Xcelerator   HDR 10+   HLG   One Billion Color","Speaker Output : 20W   Q-Symphony   Dolby Digital Plus   Sound Mirroring   Adaptive Sound","Operating System : Tizen   Google Assistant   Alexa   SmartThings App Support   Screen Mirroring   PC Mode   Tap View   Samsung TV Plus","UA55AUE60AKLXL","Screen Size: 55 inch"
"Samsung 125 cm (50 Inches) Smart 4K Ultra HD LED TV Crystal UA50AUE60AKLXL (2021 Model, Black)","Samsung","₹50990.00","₹68400.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000009501161_437Wx649H_202107292231011.jpeg",3.92,12,2,"https://www.tatacliq.com/samsung-125-cm-50-inches-smart-4k-ultra-hd-led-tv-crystal-ua50aue60aklxl-2021-model-black/p-mp000000009501161","Resolution : 3840 x 2160 pixels   Refresh Rate : 60 Hz","Display Feature: PurColor   Crystal Processor 4K   4K UHD Resolution   HDR   Motion Xcelerator   HDR 10+   HLG   One Billion Color","Speaker Output : 20W   Q-Symphony   Dolby Digital Plus   Sound Mirroring   Adaptive Sound","Operating System : Tizen   Google Assistant   Alexa   SmartThings App Support   Screen Mirroring   PC Mode   Tap View   Samsung TV Plus","UA50AUE60AKLXL","Screen Size: 50 inch"
"Samsung 138 cm (55 Inches) The Frame Series 4K Ultra HD Smart QLED TV QA55LS03AAKLXL (2021, Black)","Samsung","₹89990.00","₹144900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000009815100_437Wx649H_202106171029291.jpeg",4.5,8,2,"https://www.tatacliq.com/samsung-138-cm-55-inches-the-frame-series-4k-ultra-hd-smart-qled-tv-qa55ls03aaklxl-2021-black/p-mp000000009815100","Resolution: 3840 x 2160 Pixels","Display Feature: Quantum Dot Technology | Quantum Processor 4K | Dual LED | Quantum HDR | HDR 10+ | HLG | Supreme UHD Dimming | Auto Motion Plus","Sound Output: 40W | Dolby Digital Plus | Object Tracking Sound | Q-Symphony | Adaptive Sound+ | Sound Wall | Sound Mirroring | Surround Sound","Operating System: Tizen | Bixby Google Assistant | Alexa | Art Mode | Motion Sensor | Brightness Sensor | PC Mode | Multi View | Samsung TV Plus | Tap View","QA55LS03AAKLXL","Screen Size: 55 inch"
"LG 139.7 cm (55 Inches) Smart 4K Ultra HD LED TV 55UP7500PTZ (2021 Model, Black) 3 Year Warranty","LG","₹51990.00","₹79990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010533488_437Wx649H_202109082111241.jpeg",4.3,20,2,"https://www.tatacliq.com/lg-139-7-cm-55-inches-smart-4k-ultra-hd-led-tv-55up7500ptz-2021-model-black-3-year-warranty/p-mp000000010533488","Resolution : 3840 x 2160   Refresh Rate : 60 Hz","Display Feature: Real 4K Display Intelligent Quad Core Processor 4K HDR 10 Pro HLG HDR Pro Active HDR Active Noise Reduction True Color Accuracy","Speaker Output: 20W AI Sound AI Acoustic Tuning Clear Voice III Bluetooth Surround Ready","Operating System: LG webOS Google Assistant Amazon Alexa LG AI ThinQ Apple Airplay Sports Alert Home Dashboard LG Content Store WebOS Home","55UP7500PTZ","Screen Size: 55 inch"
"LG 127 cm (50 Inches) Smart 4K Ultra HD LED TV 50UP7500PTZ (2021 Model, Black) 3 Year Warranty","LG","₹48990.00","₹64990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010533478_437Wx649H_202109082110261.jpeg",4.8,5,2,"https://www.tatacliq.com/lg-127-cm-50-inches-smart-4k-ultra-hd-led-tv-50up7500ptz-2021-model-black-3-year-warranty/p-mp000000010533478","Resolution : 3840 x 2160   Refresh Rate : 60 Hz","Display Feature: Real 4K Display Intelligent Quad Core Processor 4K HDR 10 Pro HLG HDR Pro Active HDR Active Noise Reduction True Color Accuracy","Speaker Output: 20W Dolby Atmos AI Sound AI Acoustic Tuning Clear Voice III Bluetooth Surround Ready","Operating System: LG webOS Google Assistant Amazon Alexa LG AI ThinQ Apple Airplay Sports Alert Home Dashboard LG Content Store WebOS Home","50UP7500PTZ","Screen Size: 50 inch"
"LG 109.22 cm (43 Inches) Smart 4K Ultra HD LED TV 43UP7720PTY (2021 Model, Black) 3 Year Warranty","LG","₹41490.00","₹59990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010013888_437Wx649H_202108010259091.jpeg",4.14,7,1,"https://www.tatacliq.com/lg-109-22-cm-43-inches-smart-4k-ultra-hd-led-tv-43up7720pty-2021-model-black-3-year-warranty/p-mp000000010013888","Resolution: 3840 x 2160 Pixels   Refresh Rate: 60 Hz","Display Feature: Quad Core Processor 4K    Active HDR    HDR 10 Pro   HLG    True Color Accuracy    Advanced Color Enhancer","Sound Output: 20W    Bluetooth Surround Ready    AI Sound    AI Acoustic Tuning    Clear Voice III","Operating System: LG webOS AI ThinQ Built-in Google Assistant and Alexa Apple Airplay 2 and Homekit Multi view Sports Alert LG Office WebOS Home","43UP7720PTY","Screen Size: 43 inch"
"LG 139.7 cm (55 Inches) Smart 4K Ultra HD OLED TV OLED55A1PTZ (2021, Meteo Titan) 3 Year Warranty","LG","₹109979.00","₹209990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010013883_437Wx649H_202108010259531.jpeg",5,1,1,"https://www.tatacliq.com/lg-139-7-cm-55-inches-smart-4k-ultra-hd-oled-tv-oled55a1ptz-2021-meteo-titan-3-year-warranty/p-mp000000010013883","Resolution: 3840 x 2160 Pixels","Display Feature: Self-lighting OLED ?7 Gen 4 AI Processor 4K AI Picture Dolby Vision IQ HDR HDR 10 Pro HLG Wide Color Gamut True Color Accuracy","Sound Output: 20W AI Sound Bluetooth Surround Ready Dolby Atmos AI Acoustic Tuning Clear Voice III","Operating System: LG webOS AI ThinQ Sports Alert Built-in Alexa Works with Apple AirPlay and Google Assistant LG Office WebOS Home Art Gallery","OLED55A1PTZ","Screen Size: 55 inch"
"Hisense 108 cm (43 Inches) Android Smart 4K UHD LED TV 43A6GE w/ Dolby Vision & ATMOS- 5 Yr Warranty","Hisense","₹30990.00","₹44990.00","//assets.tatacliq.com/medias/sys_master/images/31928743329822.jpg",4.41,22,5,"https://www.tatacliq.com/hisense-108-cm-43-inches-android-smart-4k-uhd-led-tv-43a6ge-w-dolby-vision-atmos-5-yr-warranty/p-mp000000010437608","Resolution : 3840 x 2160 Pixels   Refresh Rate : 60Hz","Display Feature: Dolby Vision HDR HDR 10 HLG Ultra Dimming Dynamic Backlight Control AI Upscaler","Sound Output: 24W Dolby Atmos Dolby Audio","Operating System: Android Google Assistant One Touch Access Sports Mode Game Mode Miracast","43A6GE","Screen Size: 43 inch"
"Hisense 139 cm (55 Inches) Android Smart 4K UHD LED TV 55A73F w/ JBL 6 Speaker System- 5 Yr Warranty","Hisense","₹45989.00","₹59990.00","//assets.tatacliq.com/medias/sys_master/images/31928746999838.jpg",4.1,99,25,"https://www.tatacliq.com/hisense-139-cm-55-inches-android-smart-4k-uhd-led-tv-55a73f-w-jbl-6-speaker-system-5-yr-warranty/p-mp000000008075084","Resolution: 3840 x 2160 pixels    Refresh Rate: 60 Hz","Display Features : Dolby Vision HDR     8 ms Response Time     Ultra Dimming","Speaker Output: 102 W     Dolby Atmos     Dolby Audio   JBL 6 Speaker System","Operating System: Android 9 Pie    Google Assistant and Chromecast Built in     Screen Mirroring","55A73F","Screen Size: 55 inch"
"Vu 139 cm (55 Inches) Android Smart 4K Ultra HD LED TV Premium 55PM (Black)","VU","₹37990.00","₹75000.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007013236_437Wx649H_202107292235001.jpeg",4.25,168,41,"https://www.tatacliq.com/vu-139-cm-55-inches-android-smart-4k-ultra-hd-led-tv-premium-55pm-black/p-mp000000007013236","Resolution: 3840 x 2160 pixels    Refresh Rate : 60 Hz","Display Feature : Dolby Vision    178 Degrees Viewing Angle    Digital Noise Filter    400 nits Brightness","Speaker Output: 30 W    Dolby Audio MS12    Surround Sound Audio with DTS Virtual X","Operating System: Android PIE 9.0    Built In Chromecast    Screen Mirroring    Smart Remote","55PM","Screen Size: 55 inch"
"Vu 126 cm (50 inch) Android Smart Ultra HD 4K LED TV 50LX with Sound by JBL (2021 Model, Black)","VU","₹40990.00","₹65000.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010631961_437Wx649H_202109260238101.jpeg",4.1,20,8,"https://www.tatacliq.com/vu-126-cm-50-inch-android-smart-ultra-hd-4k-led-tv-50lx-with-sound-by-jbl-2021-model-black/p-mp000000010631961","Resolution: 3840 x 2160 Pixels   Refresh Rate: 60 Hz","Display Features : Pixelium Glass Technology   Enhanced 4K Visuals and Motion Smoothing   Dolby Vision   HDR10   HLG   MEMC   Gamma Calibration","Speaker Output : Cinematic Soundbar   100Watt Supersonic Sound   Cinema-Grade 6-JBL Speakers   DTS Virtual X Surround   Advanced Dolby Audio MS12","Operating System: Android Pie 9.0   Chromecast Built In   Dual Band WiFi   Google Eco-System   Parental Control","50LX","Screen Size: 50 inch"
"Vu 164 cm (65 Inches) Android Smart 4K Ultra HD LED TV Action 65LX (2021 Model, Black)","VU","₹64990.00","₹100000.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000008766255_437Wx649H_202107292232511.jpeg",4.12,25,7,"https://www.tatacliq.com/vu-164-cm-65-inches-android-smart-4k-ultra-hd-led-tv-action-65lx-2021-model-black/p-mp000000008766255","Resolution: 3840 x 2160 pixels   Refresh Rate: 60 Hz","Display Features : Pixelium Glass Technology   Enhanced 4K Visuals and Motion Smoothing   Dolby Vision   HDR10   HLG   MEMC   Gamma Calibration","Speaker Output : Cinematic Soundbar   100Watt Supersonic Sound   Cinema-Grade 6-JBL Speakers   DTS Virtual X Surround   Advanced Dolby Audio MS12","Operating System: Android Pie 9.0   Chromecast Built In   Dual Band WiFi   Google Eco-System   Parental Control","65LX","Screen Size: 65 inch"
"Vu Premium 108 cm (43 Inches) Android Smart Full HD LED TV 43US (Black)","VU","₹24999.00","₹40000.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000006770181_437Wx649H_202107292234151.jpeg",4.11,28,4,"https://www.tatacliq.com/vu-premium-108-cm-43-inches-android-smart-full-hd-led-tv-43us-black/p-mp000000006770181","Resolution: 1920 x 1080 pixels   Refresh Rate: 60Hz","Display Feature: A+ Grade High Bright Full HD Panel   178 Degree Viewing Angle   Hi End Quad Core Processor Engine  Dolby Digital and DTS Studio Sound","Speaker Output: 24W   Box Speakers","Operating System Android OS   Built-in Google Assistant   Screen Mirroring   Built-In Chromecast   Supported Apps: Netflix, Prime Video, YouTube","43US","Screen Size: 43 inch"
"Samsung 108 cm (43 Inches) Smart 4K Ultra HD LED TV Crystal Pro UA43AUE70AKLXL (2021 Model, Black)","Samsung","₹39990.00","₹54900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000009501157_437Wx649H_202107292230391.jpeg",4.21,73,16,"https://www.tatacliq.com/samsung-108-cm-43-inches-smart-4k-ultra-hd-led-tv-crystal-pro-ua43aue70aklxl-2021-model-black/p-mp000000009501157","Resolution : 3840 x 2160 pixels |  Refresh Rate : 60 Hz","Display Feature: PurColor  | Crystal Processor 4K  | 4K UHD Resolution  | HDR  | Motion Xcelerator |  HDR 10+  | HLG |  One Billion Color","Speaker Output : 20W |  Q-Symphony  | Dolby Digital Plus  | Sound Mirroring  | Adaptive Sound","Operating System : Tizen |  Bixby |  Google Assistant |  Alexa |  SmartThings App Support  | Screen Mirroring  | PC Mode  | Tap View  | Samsung TV Plus","UA43AUE70AKLXL","Screen Size: 43 inch"
"Samsung 138 cm (55 Inches) Smart 4K Ultra HD QLED TV QA55Q60TAKXXL (Black)","Samsung","₹79990.00","₹134990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007170923_437Wx649H_202107292229391.jpeg",4,5,1,"https://www.tatacliq.com/samsung-138-cm-55-inches-smart-4k-ultra-hd-qled-tv-qa55q60takxxl-black/p-mp000000007170923","Resolution: 3840 x 2160 pixels   Refresh Rate : 60 Hz","Display Features : 100 percent Color Volume with Quantum Dot   Dual LED   Hybrid Log Gamma   Supreme UHD Dimming   Auto Motion Plus","Speaker Output: 20 W   Dolby Digital Plus   Multiroom Link   Bluetooth Audio   Dialog Enhancement","Operating System: Tizen   Bixby, Google Assistant, Alexa Compatible   SmartThings App Support   Smart Hub   Sound Mirroring","QA55Q60TAKXXL","Screen Size: 55 inch"
"Samsung 163 cm (65 Inches) Smart 4K Ultra HD LED TV UA65TU8000KXXL (Black)","Samsung","₹83990.00","₹145900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007166565_437Wx649H_202107292236001.jpeg",0,0,0,"https://www.tatacliq.com/samsung-163-cm-65-inches-smart-4k-ultra-hd-led-tv-ua65tu8000kxxl-black/p-mp000000007166565","Resolution: 3840 x 2160 pixels | Refresh Rate : 60 Hz","Display Features : Crystal Display | PurColor | Auto Motion Plus | Film Mode | Mega Contrast | Hybrid Log Gamma","Speaker Output: 20W | Dolby Digital Plus | Multiroom Link | Dialog Enhancement | Bluetooth Audio","Operating System: Tizen | Bixby, Google Assistant, Alexa Compatible | SmartThings App Support | Smart Hub | Apple Airplay 2 Support | Sound Mirroring","UA65TU8000KXXL","Screen Size: 65 inch"
"Samsung 125 cm (50 Inches) Smart 4K Ultra HD LED TV UA50TU8000KXXL (Black)","Samsung","₹47999.00","₹70900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007170919_437Wx649H_202107292230031.jpeg",4.8,10,3,"https://www.tatacliq.com/samsung-125-cm-50-inches-smart-4k-ultra-hd-led-tv-ua50tu8000kxxl-black/p-mp000000007170919","Resolution: 3840 x 2160 pixels   Refresh Rate : 60 Hz","Display Features : Crystal Display   Wide Colour Enhancer","Speaker Output: 20 W   Dolby Digital Plus   Adaptive Sound","Operating System: Tizen   Voice Assistants Support   SmartThings App Support   Live Cast   Screen Share","UA50TU8000KXXL","Screen Size: 50 inch"
"Samsung 80 cm (32 Inches) Smart HD Ready LED TV UA32T4340AKXXL/UA32T4340BKXXL (2020, Glossy Black)","Samsung","₹17999.00","₹19900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007138317_437Wx649H_202107292229391.jpeg",4.42,334,27,"https://www.tatacliq.com/samsung-80-cm-32-inches-smart-hd-ready-led-tv-ua32t4340akxxl-ua32t4340bkxxl-2020-glossy-black/p-mp000000007138317","Resolution: 1366 x 768 pixels,Resolution: 1366 x 768 pixels","Display Features : PurColor   Micro Dimming Pro   Mega Contrast   Film Mode   Natural Mode Support   Hyper Real Picture Engine,Display Features : PurColor   Micro Dimming Pro   Mega Contrast   Film Mode   Natural Mode Support   Hyper Real Picture Engine","Speaker Output: 20W   Dolby Digital Plus   Multiroom Link,Speaker Output: 20W   Dolby Digital Plus   Multiroom Link","Operating System: Tizen   SmartThings App Support   Mobile to TV Mirroring,Operating System: Tizen   SmartThings App Support   Mobile to TV Mirroring","UA32T4340AKXXL,UA32T4340AKXXL","Screen Size: 32 inch"
"Samsung 125 cm (50 Inches) The Frame Series 4K Ultra HD Smart QLED TV QA50LS03AAKLXL (2021, Black)","Samsung","₹73990.00","₹119900.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000009815099_437Wx649H_202106171029281.jpeg",3.67,3,1,"https://www.tatacliq.com/samsung-125-cm-50-inches-the-frame-series-4k-ultra-hd-smart-qled-tv-qa50ls03aaklxl-2021-black/p-mp000000009815099","Resolution: 3840 x 2160 Pixels","Display Feature: Quantum Dot Technology | Quantum Processor 4K | Dual LED | Quantum HDR | HDR 10+ | HLG | Supreme UHD Dimming | Auto Motion Plus","Sound Output: 20W | Dolby Digital Plus | Object Tracking Sound | Q-Symphony | Adaptive Sound+ | Sound Wall | Sound Mirroring | Surround Sound","Operating System: Tizen | Bixby Google Assistant | Alexa | Art Mode | Motion Sensor | Brightness Sensor | PC Mode | Multi View | Samsung TV Plus | Tap View","QA50LS03AAKLXL","Screen Size: 50 inch"
"LG 121.92 cm (48 Inches) Smart 4K Ultra HD OLED TV OLED48A1PTZ (2021 Model, Dark Meteo Titan)","LG","₹84999.00","₹189990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010013884_437Wx649H_202108010259531.jpeg",5,1,0,"https://www.tatacliq.com/lg-121-92-cm-48-inches-smart-4k-ultra-hd-oled-tv-oled48a1ptz-2021-model-dark-meteo-titan/p-mp000000010013884","Resolution: 3840 x 2160 Pixels","Display Feature: Self-lighting OLED ?7 Gen 4 AI Processor 4K AI Picture Dolby Vision IQ HDR HDR 10 Pro HLG Wide Color Gamut True Color Accuracy","Sound Output: 20W AI Sound Bluetooth Surround Ready Dolby Atmos AI Acoustic Tuning Clear Voice III","Operating System: LG webOS AI ThinQ Sports Alert Built-in Alexa Works with Apple AirPlay and Google Assistant LG Office WebOS Home Art Gallery","OLED48A1PTZ","Screen Size: 48 inch"
"LG 109.22 cm (43 Inches) Smart 4K Ultra HD Nanocell LED TV 43NANO73TPZ (2021, Blue) 3 Year Warranty","LG","₹48999.00","₹59990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010013908_437Wx649H_202108010259501.jpeg",4,4,1,"https://www.tatacliq.com/lg-109-22-cm-43-inches-smart-4k-ultra-hd-nanocell-led-tv-43nano73tpz-2021-blue-3-year-warranty/p-mp000000010013908","Resolution: 3840 x 2160 Pixels    Refresh Rate: 60 Hz","Display Feature: 4K NanoCell Display    Quad-Core Processor 4K    Active HDR    4K Upscaling","Sound Output: 20W  2.0 Ch Speaker    AI Sound    AI Acoustic Tuning    Bluetooth Surround Ready","Operating System: LG webOS    AI ThinQ    Built-in Google Assistant and Alexa    Apple Airplay 2 and Homekit    Sports Alert","43NANO73TPZ","Screen Size: 43 inch"
"LG 139.7 cm (55 Inches) Smart 4K Ultra HD Nanocell LED TV 55NANO73TPZ (2021, Blue) 3 Year Warranty","LG","₹68990.00","₹109990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010013892_437Wx649H_202108010259501.jpeg",4.67,3,0,"https://www.tatacliq.com/lg-139-7-cm-55-inches-smart-4k-ultra-hd-nanocell-led-tv-55nano73tpz-2021-blue-3-year-warranty/p-mp000000010013892","Resolution: 3840 x 2160 Pixels    Refresh Rate: 60 Hz","Display Feature: 4K NanoCell Display    Quad-Core Processor 4K    Active HDR    4K Upscaling","Sound Output: 20W  2.0 Ch Speaker    AI Sound    AI Acoustic Tuning    Bluetooth Surround Ready","Operating System: LG webOS    AI ThinQ    Built-in Google Assistant and Alexa    Apple Airplay 2 and Homekit    Sports Alert","55NANO73TPZ","Screen Size: 55 inch"
"Hisense 126 cm (50 Inch) Android Smart 4K UHD LED TV 50A73F w/ Dolby Vision & ATMOS(1+4 Yr Warranty)","Hisense","₹40989.00","₹54990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010263080_437Wx649H_202111191800311.jpeg",4.4,15,1,"https://www.tatacliq.com/hisense-126-cm-50-inch-android-smart-4k-uhd-led-tv-50a73f-w-dolby-vision-atmos14-yr-warranty/p-mp000000010263080","Resolution: 3840 x 2160 pixels   Refresh Rate: 60Hz","Display Feature: Dolby Vision UHD AI Upscaler Noise Reduction Ultra Vivid High Contrast Panel HLG Motion Enhancement and Compensation","Sound Output: 120 W Dolby Atmos Dolby Audio Front-Firing Speaker 6 Speaker System JBL Tornado","Operating System: Android Google Assistant One Touch Access Sports Mode Game Mode Built-in Chromecast","50A73F","Screen Size: 50 inch"
"Hisense 139 cm (55 Inches) Android Smart Ultra HD QLED TV 55U6G (2021 Model, Metal Grey)","Hisense","₹63990.00","₹70990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010647211_437Wx649H_202109182130381.jpeg",4.4,5,1,"https://www.tatacliq.com/hisense-u6g-139cm-55-inch-ultra-hd-4k-qled-android-smart-tv-dolby-atmos-technology-55u6g-metal-grey/p-mp000000010647211","Resolution : 3840 x 2160   Refresh Rate : 60 Hz","Display Feature: Quantum Dot Color Dolby Vision 4K Upscaling HDR10 HDR10+ HLG 240 Motion Rate FilmMaker Mode","Speaker Output: 20W Dolby Atmos Built-In Speakers Multi Channel Surround Sound","Operating System: Android Google Assistant Alexa Web Browser Parental Control","55U6G","Screen Size: 55 inch"
"Hisense 164 cm (65 Inches) Android Smart 4K UHD LED TV 65A73F w/ JBL 6 Speaker System- 5 Yr Warranty","Hisense","₹69990.00","₹82990.00","//assets.tatacliq.com/medias/sys_master/images/31928747393054.jpg",3.56,9,2,"https://www.tatacliq.com/hisense-164-cm-65-inches-android-smart-4k-uhd-led-tv-65a73f-w-jbl-6-speaker-system-5-yr-warranty/p-mp000000008075085","Resolution: 3840 x 2160 pixels    Refresh Rate: 60 Hz","Display Features : Dolby Vision HDR    8 ms Response Time    Ultra Dimming","Speaker Output: 102 W     Dolby Atmos     Dolby Audio    JBL 6 Speaker System","Operating System: Android 9 Pie    Google Assistant and Chromecast Built in    Screen Mirroring","65A73F","Screen Size: 65 inch"
"Hisense 177 cm (70 Inch) Android Smart 4K UHD LED TV 70A71F w/ Dolby Vision & ATMOS(1+4 Yr Warranty)","Hisense","₹79990.00","₹119990.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000007305351_437Wx649H_202108010257421.jpeg",3.5,2,0,"https://www.tatacliq.com/hisense-177-cm-70-inch-android-smart-4k-uhd-led-tv-70a71f-w-dolby-vision-atmos14-yr-warranty/p-mp000000007305351","Resolution: 3840 x 2160 pixels  |Refresh Rate : 60 Hz","Display Features : Dolby Vision HDR |  HLG (Hybrid Log-Gamma) HDR  | Ultra Dimming  | Dynamic Backlight Control |  Depth Enhancer","Speaker Output: 30 W  | Dolby Atmos  | Various Sound Modes","Operating System: Android TV 9.0 PIE |  Chromecast Built in  | Built in Google Assistant  | One Touch Access","70A71F","Screen Size: 70 inch"
"Mi 108 cm (43 Inches) Android Smart Full HD LED TV 4A Pro (Black)","Xiaomi","₹26999.00","₹29999.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000005025204_437Wx649H_202107292221211.jpeg",4.39,357,45,"https://www.tatacliq.com/mi-108-cm-43-inches-android-smart-full-hd-led-tv-4a-pro-black/p-mp000000005025204","Resolution: 1920 x 1080 Pixels","USB: 3, HDMI: 3","Speaker Output: 2X10 W","Screen Size: 108 cm (43 Inches)","4A Pro","Screen Size: 43 inch"
"Mi 80 cm (32 Inches) Android Smart HD Ready LED TV 4A Horizon ELA4546IN (Black)","Xiaomi","₹17999.00","₹19999.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010529852_437Wx649H_202109081305581.jpeg",4.43,46,5,"https://www.tatacliq.com/mi-80-cm-32-inches-android-smart-hd-ready-led-tv-4a-horizon-ela4546in-black/p-mp000000010529852","Resolution : 1366 x 768 | Refresh Rate : 60 Hz","Display Feature: Vivid Picture Engine|Immersive Horizon Display|178 degree Viewing Angle","Speaker Output: 20W|Serene Sound|Stereo Speakers|DTS HD Technology","Operating System: Android|PatchWall|Chromecast Built-in|Google Assistant|Google Data Saver|Mi Quick Wake","ELA4546IN","Screen Size: 32 inch"
"Mi 108 cm (43 Inches) Android Smart Full HD LED TV 4A Horizon 43ELA4548 (Black)","Xiaomi","₹26999.00","₹31999.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000010529841_437Wx649H_202109081303501.jpeg",4.1,10,0,"https://www.tatacliq.com/mi-108-cm-43-inches-android-smart-full-hd-led-tv-4a-horizon-43ela4548-black/p-mp000000010529841","Resolution : 1920 x 1080 | Refresh Rate : 60 Hz","Display Feature: Vivid Picture Engine|Immersive Horizon Display|178 degree Viewing Angle","Speaker Output: 20W|Serene Sound|Stereo Speakers|DTS HD Technology","Operating System: Android|PatchWall|Chromecast Built-in|Google Assistant|Google Data Saver|Mi Quick Wake","43ELA4548","Screen Size: 43 inch"
"Mi 138.8 cm (55 Inches) Android Smart 4K Ultra HD LED TV 4X (Black)","Xiaomi","₹44999.00","₹44999.00","//img.tatacliq.com/images/i7/437Wx649H/MP000000006738456_437Wx649H_202109170108451.jpeg",4,11,0,"https://www.tatacliq.com/mi-138-8-cm-55-inches-android-smart-4k-ultra-hd-led-tv-4x-black/p-mp000000006738456","Resolution : 3840 x 2160 Pixels   Refresh Rate : 60 Hz","Display Feature : Vivid Picture Engine   Crystal Clear Picture Quality   178 Degrees Viewing Angle","Speaker Output : 2X10 W   Dolby and DTS-HD Sound","Operating System : Android   Google Assistant   Built-In Chromecast","4X","Screen Size: 55 inch"
